job_title,company,industry,skills,experience_level,employment_type,location,salary,posted_date,company_size,tools_preferred,data_source
1813,Duran-Rangel,Retail,"Reinforcement Learning, MLflow, SQL, NumPy",Mid,Full-time,"North Lindsey, CA",50742-114775,2025-05-07,Large,TensorFlow,ai_job_market
1814,"Black, Rodriguez and Hicks",Education,"CUDA, Keras, Hugging Face, Reinforcement Learning",Senior,Internship,"Jerrychester, GE",92504-103546,2024-04-27,Mid,MLflow,ai_job_market
1815,Wilson PLC,Tech,"Power BI, LangChain, AWS, Hugging Face, Flask",Senior,Full-time,"Allenfurt, RO",140645-172949,2023-12-20,Mid,"KDB+, LangChain, MLflow",ai_job_market
1816,"Hines, Castillo and Patterson",Tech,"CUDA, C++, Power BI, FastAPI",Senior,Full-time,"Andrewhaven, HR",67314-88216,2023-10-04,Mid,"FastAPI, KDB+",ai_job_market
1817,Mitchell-Rivera,Education,"Power BI, Reinforcement Learning, R, TensorFlow, GCP, Python",Mid,Internship,"Collinsside, UZ",116027-190410,2025-02-19,Startup,"MLflow, KDB+, PyTorch",ai_job_market
1818,"Williams, Mcdonald and Martin",Education,"TensorFlow, Hugging Face, LangChain",Mid,Internship,"Lake Melindabury, ER",55995-137734,2025-03-18,Large,"PyTorch, LangChain, TensorFlow",ai_job_market
1819,Lee PLC,Finance,"Scikit-learn, MLflow, FastAPI",Entry,Contract,"Cliffordview, IS",79142-150174,2025-09-01,Startup,"FastAPI, KDB+, Scikit-learn",ai_job_market
1820,Wright Inc,E-commerce,"Power BI, CUDA, Pandas",Entry,Internship,"Port Carrie, ME",49729-93113,2024-01-27,Mid,"LangChain, BigQuery, TensorFlow",ai_job_market
1821,Townsend Inc,Education,"Reinforcement Learning, PyTorch, Scikit-learn",Mid,Remote,"Cooperstad, CO",133127-147369,2024-08-21,Large,"FastAPI, LangChain, MLflow",ai_job_market
1822,Valentine-Hodge,Healthcare,"AWS, Scikit-learn, Keras, PyTorch, LangChain",Entry,Contract,"Jasonborough, CG",64534-127901,2025-04-08,Large,"KDB+, FastAPI",ai_job_market
1823,Scott-Jackson,Healthcare,"Scikit-learn, PyTorch, CUDA",Mid,Full-time,"East Tyler, KP",100195-144148,2023-12-25,Startup,"KDB+, TensorFlow, LangChain",ai_job_market
1824,Austin Group,Finance,"Flask, FastAPI, CUDA, AWS",Entry,Full-time,"Caseychester, SA",65884-114586,2023-09-22,Startup,LangChain,ai_job_market
1825,Garza-Gilbert,Education,"R, PyTorch, SQL, NumPy, CUDA",Mid,Contract,"Robertbury, HR",110008-207656,2023-11-24,Large,KDB+,ai_job_market
1826,Nichols-Cook,Retail,"Pandas, Power BI, SQL, Reinforcement Learning, LangChain",Entry,Internship,"Stevenshire, UG",141080-176268,2024-09-10,Startup,"MLflow, LangChain, KDB+",ai_job_market
1827,Thompson-Powell,Healthcare,"Azure, AWS, Keras, Flask, SQL",Mid,Full-time,"Katherinebury, PH",98451-116247,2024-08-27,Mid,MLflow,ai_job_market
1828,Sawyer-Cooper,E-commerce,"R, C++, Keras, Hugging Face",Entry,Remote,"Lake Daisyfurt, MC",92936-189944,2024-03-07,Startup,"Scikit-learn, FastAPI",ai_job_market
1829,"Ray, Torres and Cortez",Automotive,"CUDA, Azure, Power BI, LangChain",Senior,Internship,"Silvastad, LI",95352-123255,2025-08-19,Mid,PyTorch,ai_job_market
1830,Stokes-Cameron,E-commerce,"GCP, CUDA, PyTorch, FastAPI, TensorFlow, Excel",Mid,Contract,"Perrymouth, BG",58077-99999,2025-04-01,Startup,KDB+,ai_job_market
1831,Hudson-Robertson,Finance,"GCP, Pandas, R",Mid,Remote,"Port Kristin, LB",124312-151418,2024-07-21,Large,KDB+,ai_job_market
1832,Carter-Jimenez,Healthcare,"Power BI, Pandas, Flask",Senior,Remote,"South Jenniferton, KG",93786-129779,2024-07-19,Large,"Scikit-learn, KDB+, FastAPI",ai_job_market
1833,Freeman-Reyes,Tech,"TensorFlow, Hugging Face, Pandas, Flask, Reinforcement Learning, Keras",Mid,Internship,"Janetmouth, VE",110572-124509,2024-01-14,Large,FastAPI,ai_job_market
1834,"Hicks, Webb and Krueger",Finance,"Power BI, NumPy, R, FastAPI, Keras",Entry,Full-time,"Jessicaborough, CA",51641-93894,2024-11-30,Large,"TensorFlow, LangChain",ai_job_market
1835,"Cannon, Martin and Watson",Tech,"AWS, Excel, Keras, Hugging Face, Azure, Reinforcement Learning",Senior,Full-time,"South Debra, AD",51700-88420,2024-03-08,Large,"BigQuery, PyTorch",ai_job_market
1836,Blevins PLC,Automotive,"Python, Hugging Face, Keras, LangChain",Entry,Internship,"Jeremyland, AU",116899-150888,2023-12-03,Startup,KDB+,ai_job_market
1837,"Butler, Brown and Thomas",Automotive,"Excel, Hugging Face, GCP",Mid,Remote,"Evelynhaven, CN",81196-159549,2025-08-08,Large,"Scikit-learn, BigQuery, PyTorch",ai_job_market
1838,Ellis Inc,Healthcare,"NumPy, Reinforcement Learning, Python, Hugging Face, PyTorch, GCP",Entry,Internship,"Susantown, GB",59030-80182,2024-06-08,Large,TensorFlow,ai_job_market
1839,Lindsey Ltd,Education,"NumPy, Python, MLflow, Flask, GCP",Entry,Contract,"New Shaun, BJ",64001-154291,2024-07-30,Mid,"FastAPI, PyTorch",ai_job_market
1840,Wu Ltd,Healthcare,"Excel, Keras, GCP, Scikit-learn, Hugging Face, Pandas",Mid,Full-time,"East Christinachester, BO",107796-134517,2024-03-24,Startup,"KDB+, LangChain, TensorFlow",ai_job_market
1841,Ruiz-Payne,Tech,"PyTorch, Hugging Face, Excel",Entry,Remote,"East Christopherberg, BJ",71884-105313,2024-08-01,Large,MLflow,ai_job_market
1842,Stewart Group,Tech,"Reinforcement Learning, LangChain, Pandas, TensorFlow, MLflow, FastAPI",Senior,Full-time,"Jefferymouth, KW",147074-174771,2025-01-05,Large,"LangChain, Scikit-learn",ai_job_market
1843,"Adams, Finley and Perez",Tech,"CUDA, SQL, Azure, Excel, Pandas",Mid,Full-time,"Downsland, TW",92572-114371,2025-08-13,Large,"LangChain, FastAPI, Scikit-learn",ai_job_market
1844,Ponce-Brewer,Education,"R, Azure, TensorFlow",Mid,Remote,"Daymouth, MK",102870-113156,2025-03-23,Mid,BigQuery,ai_job_market
1845,Strickland-Gray,Tech,"AWS, R, Pandas, Power BI, SQL, Scikit-learn",Mid,Internship,"Taylorport, VU",120347-143612,2024-04-17,Mid,"KDB+, LangChain",ai_job_market
1846,Mckee PLC,E-commerce,"Hugging Face, R, TensorFlow, MLflow, NumPy",Senior,Internship,"Danielletown, MH",75231-145702,2023-12-27,Startup,"BigQuery, TensorFlow, LangChain",ai_job_market
1847,Keith Inc,Healthcare,"Power BI, Scikit-learn, Excel",Senior,Internship,"Lake Robert, TN",58470-121970,2025-02-23,Large,"BigQuery, TensorFlow",ai_job_market
1848,Willis-Olson,Automotive,"Hugging Face, Azure, Keras",Entry,Full-time,"North Aaronberg, ME",106459-135097,2025-08-28,Mid,"MLflow, PyTorch",ai_job_market
1849,"Roberts, Gill and Williams",Tech,"LangChain, PyTorch, Power BI, Pandas, Scikit-learn, R",Mid,Remote,"Lake Scottbury, LB",122945-203527,2025-05-31,Large,"LangChain, TensorFlow, PyTorch",ai_job_market
1850,Johnson LLC,Education,"Hugging Face, Excel, Pandas, Keras, Reinforcement Learning, AWS",Mid,Internship,"New Richard, HT",124091-191684,2024-03-09,Startup,"KDB+, FastAPI",ai_job_market
1851,"Houston, Ponce and Pennington",Automotive,"PyTorch, Excel, Pandas, MLflow, Hugging Face",Senior,Full-time,"Lake Jamesside, DM",137315-197039,2024-03-19,Startup,"LangChain, BigQuery, MLflow",ai_job_market
1852,"Smith, Willis and Johnson",Healthcare,"LangChain, SQL, Pandas, R, Reinforcement Learning, Python",Entry,Remote,"Cathyport, PH",106512-143521,2025-01-23,Large,"TensorFlow, KDB+",ai_job_market
1853,Greene and Sons,Retail,"Reinforcement Learning, TensorFlow, NumPy",Mid,Contract,"Pearsonberg, KG",98138-173798,2025-06-12,Mid,TensorFlow,ai_job_market
1854,Lloyd PLC,Finance,"Flask, LangChain, PyTorch, MLflow, SQL",Entry,Internship,"New Ericafurt, LU",135742-157917,2024-11-24,Large,"LangChain, Scikit-learn, BigQuery",ai_job_market
1855,Abbott-Gray,E-commerce,"FastAPI, NumPy, C++",Senior,Internship,"Howardview, MA",83533-101505,2024-07-23,Mid,BigQuery,ai_job_market
1856,Ramos and Sons,Healthcare,"Reinforcement Learning, LangChain, CUDA, Hugging Face",Entry,Remote,"Rileyborough, HU",121547-203993,2023-10-23,Mid,"LangChain, MLflow",ai_job_market
1857,Hicks Inc,Retail,"TensorFlow, Python, SQL",Entry,Contract,"North Haileyville, UA",120806-164790,2025-08-05,Large,KDB+,ai_job_market
1858,Adams-Bright,Tech,"AWS, Keras, GCP, SQL",Mid,Internship,"Laneberg, JM",98170-187910,2024-07-11,Startup,LangChain,ai_job_market
1859,Martin-Gregory,Education,"Python, SQL, PyTorch",Senior,Internship,"Dawnmouth, MM",69719-121288,2024-10-23,Startup,"Scikit-learn, MLflow",ai_job_market
1860,Wood LLC,Education,"Hugging Face, Flask, Scikit-learn, GCP",Mid,Internship,"North Brooke, US",149745-219560,2023-09-21,Large,"MLflow, FastAPI",ai_job_market
1861,Schultz-Sanders,Healthcare,"FastAPI, TensorFlow, Python, GCP",Entry,Internship,"South Elizabeth, BI",121766-167056,2024-06-07,Mid,"FastAPI, BigQuery, PyTorch",ai_job_market
1862,Ray LLC,Automotive,"Hugging Face, C++, NumPy, R",Senior,Remote,"West Charles, ZM",134147-151699,2025-09-17,Mid,"PyTorch, BigQuery",ai_job_market
1863,"Lee, Rodgers and Hunter",Finance,"LangChain, Python, Excel, AWS, Power BI, Hugging Face",Mid,Remote,"West Whitney, BH",120540-186828,2023-12-05,Mid,"KDB+, MLflow",ai_job_market
1864,Jones and Sons,Finance,"Power BI, Excel, Azure, Keras, C++",Entry,Contract,"New Matthew, UG",109782-188846,2023-10-31,Large,"TensorFlow, LangChain",ai_job_market
1865,Morse-Hodges,Finance,"Python, MLflow, PyTorch, C++, GCP, Hugging Face",Senior,Full-time,"Beckerstad, IN",122408-206048,2025-08-26,Mid,"MLflow, TensorFlow, PyTorch",ai_job_market
1866,"West, Williams and Stewart",Healthcare,"Scikit-learn, AWS, Python, CUDA",Mid,Internship,"Macdonaldfort, JM",58854-124327,2025-07-04,Large,"KDB+, FastAPI",ai_job_market
1867,Lopez LLC,Automotive,"Flask, LangChain, AWS, Reinforcement Learning",Entry,Internship,"South Ralphfort, MH",88941-139505,2024-11-09,Startup,"Scikit-learn, BigQuery, PyTorch",ai_job_market
1868,Nunez Inc,Retail,"Azure, Pandas, Excel, Reinforcement Learning, LangChain",Entry,Internship,"New Brianborough, AF",72495-145673,2024-11-20,Mid,MLflow,ai_job_market
1869,"Lewis, Pollard and Rogers",Retail,"GCP, C++, Azure, TensorFlow, CUDA, R",Senior,Internship,"Pearsonmouth, RW",82814-179347,2025-05-26,Startup,"PyTorch, KDB+",ai_job_market
1870,"Moody, Oconnor and Brewer",Finance,"CUDA, Azure, FastAPI, Flask",Mid,Internship,"Thompsonborough, AF",116933-134438,2024-09-16,Mid,"Scikit-learn, BigQuery",ai_job_market
1871,Rodriguez-Moore,Finance,"Pandas, Python, PyTorch, R, Flask",Senior,Internship,"Parkerchester, TN",98712-188424,2024-07-17,Startup,"TensorFlow, PyTorch",ai_job_market
1872,Baker-Williams,E-commerce,"Python, Power BI, Hugging Face, AWS",Mid,Internship,"Bakerland, NG",60237-131972,2024-06-08,Mid,"LangChain, BigQuery",ai_job_market
1873,"Summers, Carter and James",Automotive,"AWS, SQL, CUDA, GCP, TensorFlow, C++",Mid,Contract,"Swansonburgh, MV",107898-200535,2024-04-10,Large,KDB+,ai_job_market
1874,"Hughes, Neal and Davis",Automotive,"Reinforcement Learning, R, Azure, CUDA, TensorFlow",Entry,Remote,"Davidbury, CM",139581-152762,2025-09-03,Startup,"Scikit-learn, KDB+, FastAPI",ai_job_market
1875,Robinson Inc,Healthcare,"C++, Keras, Flask, Pandas, PyTorch, Excel",Senior,Contract,"Wuland, BO",75241-170085,2025-02-04,Large,TensorFlow,ai_job_market
1876,Marsh Inc,Education,"Keras, Reinforcement Learning, Scikit-learn",Mid,Contract,"Lake Patrickville, SK",137255-202108,2024-09-08,Startup,"MLflow, BigQuery",ai_job_market
1877,Kim-Thornton,Finance,"Reinforcement Learning, Excel, C++, CUDA, Keras",Mid,Full-time,"South Peggyton, PW",85959-155778,2025-04-16,Mid,"LangChain, MLflow",ai_job_market
1878,"Miller, Wilson and Barker",Retail,"Scikit-learn, Azure, Hugging Face",Mid,Remote,"Helenport, OM",127608-200088,2024-08-20,Large,Scikit-learn,ai_job_market
1879,"Stewart, Rodriguez and Jenkins",Education,"TensorFlow, NumPy, CUDA, Power BI",Senior,Full-time,"Port Mitchell, US",108442-183191,2023-12-13,Large,"TensorFlow, Scikit-learn, MLflow",ai_job_market
1880,Kelly-Cline,Education,"PyTorch, Power BI, Scikit-learn, Flask, NumPy, Keras",Mid,Contract,"Port Caroline, NI",130051-206373,2024-04-11,Large,"FastAPI, MLflow",ai_job_market
1881,Beltran Inc,Tech,"Azure, SQL, NumPy",Mid,Internship,"Lake Joshua, CU",97481-117918,2025-08-10,Large,"Scikit-learn, BigQuery",ai_job_market
1882,"Kennedy, Lopez and Bell",Retail,"Python, LangChain, SQL, AWS, GCP, Power BI",Entry,Contract,"New Michael, TW",94087-155660,2023-12-29,Mid,TensorFlow,ai_job_market
1883,Watson-Mitchell,Tech,"SQL, MLflow, PyTorch, Power BI",Entry,Full-time,"Mariaton, SZ",70792-91387,2025-01-02,Mid,LangChain,ai_job_market
1884,"Wolfe, Stephenson and Sanchez",Tech,"Reinforcement Learning, NumPy, Python, Pandas",Mid,Full-time,"Wallacetown, MG",68291-154121,2023-12-23,Startup,"FastAPI, BigQuery, PyTorch",ai_job_market
1885,Gaines-Nelson,Automotive,"PyTorch, Power BI, Keras",Entry,Internship,"West Ryanport, MZ",137372-221784,2024-03-09,Large,"MLflow, PyTorch, TensorFlow",ai_job_market
1886,"Calhoun, Thomas and Brandt",Automotive,"Reinforcement Learning, AWS, FastAPI, C++, Azure, LangChain",Entry,Remote,"Shepherdport, CY",83107-169161,2025-01-16,Large,"TensorFlow, FastAPI",ai_job_market
1887,"Hernandez, Griffith and Simmons",Retail,"FastAPI, Power BI, CUDA",Mid,Internship,"West Mark, ET",88435-184953,2025-07-22,Large,BigQuery,ai_job_market
1888,Davies-Payne,Tech,"FastAPI, CUDA, C++, PyTorch",Senior,Full-time,"Kristyton, GW",136510-188862,2023-10-02,Large,"FastAPI, MLflow, TensorFlow",ai_job_market
1889,Hicks Group,Automotive,"Pandas, TensorFlow, AWS",Senior,Remote,"Hollyberg, BB",143200-155406,2025-06-12,Large,"BigQuery, TensorFlow, PyTorch",ai_job_market
1890,Myers Ltd,Retail,"AWS, Excel, TensorFlow, Scikit-learn, Hugging Face",Entry,Contract,"Amandahaven, MX",82823-182473,2024-08-13,Mid,"LangChain, PyTorch, MLflow",ai_job_market
1891,Ramirez and Sons,Automotive,"NumPy, PyTorch, AWS, Hugging Face",Senior,Remote,"Brendashire, LR",109348-119746,2025-04-28,Mid,PyTorch,ai_job_market
1892,Adams-Lee,Retail,"Keras, R, Reinforcement Learning, PyTorch",Entry,Internship,"New Marthaview, PH",65370-116822,2025-09-13,Large,"BigQuery, Scikit-learn",ai_job_market
1893,Rosario PLC,Retail,"PyTorch, C++, R, Keras, Reinforcement Learning, Hugging Face",Senior,Remote,"East John, TV",131317-223043,2025-01-05,Large,LangChain,ai_job_market
1894,Mack and Sons,Automotive,"GCP, FastAPI, Keras, R, CUDA, Hugging Face",Senior,Full-time,"Rhodestown, LI",87751-118275,2023-10-16,Mid,KDB+,ai_job_market
1895,"Ramos, Hines and Faulkner",Finance,"MLflow, Reinforcement Learning, LangChain, CUDA, Python",Entry,Remote,"Martinbury, PW",119481-186317,2024-07-24,Startup,"PyTorch, TensorFlow",ai_job_market
1896,Smith-Hall,E-commerce,"Pandas, Excel, R, AWS",Senior,Remote,"Debbieburgh, FI",94861-166400,2024-10-12,Startup,"PyTorch, FastAPI",ai_job_market
1897,"Santos, Lowe and Lindsey",Finance,"Flask, Azure, SQL, Hugging Face, Keras, C++",Senior,Remote,"Humphreyfort, PT",114821-195654,2024-04-09,Large,PyTorch,ai_job_market
1898,Wilkins-King,E-commerce,"TensorFlow, C++, Excel, FastAPI, Pandas",Entry,Internship,"Lake Mark, CH",137105-162867,2024-10-23,Mid,PyTorch,ai_job_market
1899,Parker-Harris,Healthcare,"CUDA, Pandas, Scikit-learn, LangChain, Azure, FastAPI",Mid,Internship,"Morrisburgh, MH",73444-83704,2024-10-04,Startup,"MLflow, KDB+, PyTorch",ai_job_market
1900,Mitchell-Ayers,Retail,"CUDA, SQL, Python, Reinforcement Learning",Mid,Full-time,"Andersonberg, GA",76464-92375,2024-12-19,Mid,"PyTorch, MLflow",ai_job_market
1901,"James, Scott and Armstrong",E-commerce,"Azure, MLflow, FastAPI, Hugging Face, LangChain",Entry,Remote,"Kellyton, TG",129651-170616,2024-12-29,Mid,"MLflow, KDB+, PyTorch",ai_job_market
1902,Mcdonald-Hines,Retail,"SQL, Reinforcement Learning, LangChain, R",Senior,Remote,"West Christian, RS",145357-162928,2024-05-31,Startup,"PyTorch, KDB+",ai_job_market
1903,Alvarez and Sons,Education,"PyTorch, NumPy, C++, AWS, Scikit-learn, CUDA",Senior,Internship,"Rebeccamouth, CZ",130772-144979,2024-11-15,Startup,"PyTorch, TensorFlow, Scikit-learn",ai_job_market
1904,Shaw-May,E-commerce,"Excel, Power BI, C++, CUDA, Flask",Senior,Contract,"Saraberg, SO",71169-107210,2024-10-10,Mid,"FastAPI, MLflow, PyTorch",ai_job_market
1905,"Deleon, Johnson and Shah",Automotive,"FastAPI, SQL, GCP",Mid,Remote,"Markview, TZ",108790-120569,2025-07-04,Startup,"KDB+, PyTorch, TensorFlow",ai_job_market
1906,Stevens LLC,Retail,"AWS, LangChain, Hugging Face, Pandas",Entry,Remote,"Palmershire, ES",87504-161685,2024-03-30,Large,LangChain,ai_job_market
1907,"Moore, Edwards and Greene",Finance,"PyTorch, TensorFlow, Azure, Excel, GCP",Mid,Full-time,"North Angelaside, RU",83696-154585,2024-01-14,Mid,"LangChain, PyTorch",ai_job_market
1908,Lee Group,Automotive,"Python, Hugging Face, GCP, AWS",Senior,Full-time,"Buchananfort, PS",45038-106353,2025-01-22,Startup,MLflow,ai_job_market
1909,"Smith, Rodriguez and Foster",Tech,"LangChain, Power BI, Scikit-learn, SQL, Keras",Senior,Remote,"East Laura, YE",52265-124743,2025-04-22,Mid,FastAPI,ai_job_market
1910,Hale Group,Automotive,"AWS, TensorFlow, CUDA, Reinforcement Learning, FastAPI",Mid,Internship,"Jasonbury, ZM",147433-197450,2025-05-20,Mid,FastAPI,ai_job_market
1911,James PLC,Education,"Scikit-learn, SQL, Python, Hugging Face",Entry,Internship,"Port Jacqueline, NG",129069-209902,2025-08-30,Mid,"Scikit-learn, BigQuery",ai_job_market
1912,Wagner-Doyle,Automotive,"CUDA, LangChain, Python, Azure",Entry,Full-time,"Stephaniefurt, SL",53182-143456,2024-12-22,Startup,"KDB+, BigQuery",ai_job_market
1913,Martinez PLC,Tech,"Azure, Pandas, C++, CUDA",Entry,Internship,"Mollyside, JO",78877-155191,2025-07-18,Mid,"PyTorch, BigQuery, Scikit-learn",ai_job_market
1914,"Allen, Ward and Smith",Tech,"Reinforcement Learning, FastAPI, SQL, Excel, Keras, NumPy",Mid,Full-time,"Morganshire, HT",79490-119269,2024-07-30,Large,"MLflow, BigQuery, FastAPI",ai_job_market
1915,Nelson PLC,Education,"TensorFlow, Scikit-learn, NumPy, C++, FastAPI",Senior,Internship,"Bennettshire, IR",46931-121518,2023-10-11,Mid,"KDB+, PyTorch, Scikit-learn",ai_job_market
1916,Roach-Flores,Education,"Keras, Reinforcement Learning, GCP, CUDA",Senior,Full-time,"Brownfurt, LA",62605-95713,2025-04-06,Startup,LangChain,ai_job_market
1917,Mullins Group,Automotive,"Pandas, Reinforcement Learning, GCP, Hugging Face",Entry,Internship,"Goodwinshire, ME",138097-199176,2023-11-18,Large,"MLflow, PyTorch, TensorFlow",ai_job_market
1918,Smith-Garcia,E-commerce,"Flask, R, LangChain, NumPy, Reinforcement Learning, MLflow",Entry,Contract,"Craigport, CV",99857-141489,2024-09-17,Mid,BigQuery,ai_job_market
1919,White-Frye,Retail,"R, Python, Keras",Senior,Remote,"Nicoletown, NZ",107295-174101,2024-02-20,Mid,"TensorFlow, BigQuery",ai_job_market
1920,"Lewis, Mccormick and Rowland",Tech,"AWS, SQL, Reinforcement Learning, TensorFlow",Entry,Full-time,"Lake Andrea, DM",123053-222983,2025-01-19,Mid,"LangChain, PyTorch",ai_job_market
1921,"Mccann, Atkinson and Durham",Finance,"MLflow, Power BI, CUDA, R",Mid,Contract,"Atkinschester, CO",93939-149687,2024-08-27,Startup,"PyTorch, LangChain",ai_job_market
1922,Campbell PLC,Education,"AWS, Azure, R",Entry,Internship,"Lucaschester, FJ",127132-172973,2025-01-22,Startup,"KDB+, FastAPI",ai_job_market
1923,Edwards-Pacheco,E-commerce,"R, AWS, Pandas",Mid,Full-time,"Stevenside, CD",68948-95321,2023-11-03,Large,"LangChain, TensorFlow",ai_job_market
1924,Arroyo Ltd,Healthcare,"Pandas, C++, FastAPI, Excel",Entry,Internship,"North Jennifer, HR",117098-171168,2025-08-06,Mid,"FastAPI, BigQuery",ai_job_market
1925,Banks-Wright,Healthcare,"Power BI, AWS, Python, MLflow, Excel, Reinforcement Learning",Entry,Full-time,"South Devintown, MT",68093-162110,2025-09-02,Mid,"BigQuery, KDB+",ai_job_market
1926,Hayes PLC,Tech,"PyTorch, Scikit-learn, Azure, LangChain",Mid,Internship,"Port Kaylatown, SO",149051-234508,2024-10-17,Large,MLflow,ai_job_market
1927,"Moore, Mitchell and Tapia",Finance,"Scikit-learn, Reinforcement Learning, Azure, Power BI, TensorFlow",Mid,Internship,"North Kimberly, HN",68849-114222,2025-02-20,Large,LangChain,ai_job_market
1928,Martin PLC,E-commerce,"Scikit-learn, FastAPI, PyTorch, Hugging Face, GCP, LangChain",Entry,Contract,"Port Stevenburgh, KN",149671-239816,2024-07-16,Mid,"BigQuery, MLflow",ai_job_market
1929,"Garcia, Chambers and Sutton",Finance,"CUDA, Excel, Flask, Hugging Face, MLflow, Python",Mid,Full-time,"South Paulstad, BY",70538-169148,2024-07-16,Mid,"MLflow, KDB+",ai_job_market
1930,Wyatt LLC,Healthcare,"AWS, GCP, Python, MLflow, Scikit-learn, Power BI",Entry,Internship,"Jaredport, NA",46559-58913,2025-01-20,Large,"KDB+, FastAPI, BigQuery",ai_job_market
1931,"Weeks, Diaz and Fisher",Education,"Excel, PyTorch, Python, TensorFlow, Hugging Face",Mid,Remote,"Hernandeztown, PS",56010-132808,2023-11-16,Large,"LangChain, KDB+, Scikit-learn",ai_job_market
1932,Murphy Inc,Healthcare,"Hugging Face, Flask, Excel, CUDA, Pandas",Mid,Remote,"East Samuelburgh, SL",97069-179529,2023-12-07,Startup,"MLflow, Scikit-learn",ai_job_market
1933,Mahoney LLC,Retail,"Keras, CUDA, C++, Python, SQL, Scikit-learn",Entry,Contract,"North Paigemouth, TO",50988-141937,2025-08-22,Large,"KDB+, Scikit-learn, FastAPI",ai_job_market
